frame, emotion
frame_0.png,happy
frame_1.png,happy
frame_2.png,happy
frame_3.png,happy
frame_4.png,happy
frame_5.png,happy
frame_6.png,happy
frame_7.png,happy
frame_8.png,happy
frame_9.png,happy
frame_10.png,happy
frame_11.png,happy
frame_12.png,happy
frame_13.png,happy
frame_14.png,happy
frame_15.png,happy
frame_16.png,happy
frame_17.png,happy
frame_18.png,happy
frame_19.png,happy
frame_20.png,happy
frame_21.png,happy
frame_22.png,happy
frame_23.png,happy
frame_24.png,happy
frame_25.png,happy
frame_26.png,happy
frame_27.png,happy
frame_28.png,happy
frame_29.png,happy
frame_30.png,happy
frame_31.png,happy
frame_32.png,happy
frame_33.png,happy
frame_34.png,happy
frame_35.png,happy
